"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","UNIT","COUNTRY_UPDATE_DATE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031"
"IMF.RES:WEO(9.0.0)","RUS.GGXCNL.A","OBS_VALUE","Russian Federation","Net lending (+) / net borrowing (-), General government, Domestic currency","Annual","Billions","Domestic currency","9/12/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Basis of recording: Cash is reported on a high frequency basis, accrual is reported on an annual basis with a significant lag.","2025","Ministry of Finance or Treasury","","January/December","","The fiscal rule was suspended in March 2022 by the government in response to the sanctions imposed after the invasion of Ukraine, allowing for windfall oil and gas revenues above benchmark to be used to finance a larger deficit in 2022 as well as savings accumulated in the National Welfare Fund. The 2023-25 budget was based on a modified rule with a two-year transition period which set the benchmark oil and gas revenues fixed in rubles at Rub 8 trillion, compared with a fixed benchmark oil price at $40 a barrel under the 2019 fiscal rule.
During the transition period higher deficits than prescribed by the rule were allowed with additional financing coming from earlier saved windfall revenues.
However, in late-September 2023, the Ministry of Finance proposed reverting to the earlier version of the fiscal rule from 2024 onward to determine the price of oil and gas revenues but sets the benchmark oil price at $60 a barrel. The new rule, effective in the 2025 budget, allows for higher oil and gas revenues to be spent, but it simultaneously targets a smaller primary structural deficit.","Other","","","Central Government; State Government; Social Security Funds","Current market value","Currency and Deposits; Shares and Other Equity; Loans; Securities Other than Shares","","Russian ruble","","","","","","","","","","","","","","","","","","","-209.165","-185.349","243.205","286.637","78.051","191.071","834.616","1758.992","2250.584","1989.684","2012.072","-2448.618","-1584.726","860.724","260.387","-848.224","-845.586","-2813.691","-3142.138","-1349.108","3036.213","2115.018","-4294.213","1045.812","-2107.617","-3910.212","-3225.391","-8336.985","-4562.303","-5605.705","-7605.627","-6090.041","-6669.994","-7718.972"
"IMF.RES:WEO(9.0.0)","EST.LE.A","OBS_VALUE","Estonia, Republic of","Employed persons, Persons for countries / Index for country groups","Annual","Millions","","9/26/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","N/A","2025","National Statistics Office","","","","","","","Harmonized ILO definition","","","","","Euro","","","","","","","","","","","","","","0.699","0.675","0.633","0.619","0.617","0.606","0.579","0.585","0.590","0.590","0.603","0.602","0.616","0.652","0.658","0.656","0.594","0.568","0.603","0.615","0.621","0.625","0.641","0.645","0.659","0.665","0.671","0.657","0.654","0.681","0.700","0.704","0.699","0.696","0.696","","","",""
"IMF.RES:WEO(9.0.0)","HUN.LP.A","OBS_VALUE","Hungary","Population, Persons for countries / Index for country groups","Annual","Millions","","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Historical data source: Population from 1995 to 2025 is from the HCSO, and is for January 1 of each year. (a mid-year population series is also available).","2025","National Statistics Office","","","","","","","","","","","","Hungarian forint","10.710","10.706","10.695","10.672","10.641","10.599","10.560","10.509","10.464","10.422","10.375","10.373","10.374","10.365","10.350","10.337","10.321","10.301","10.280","10.253","10.222","10.200","10.175","10.142","10.117","10.098","10.077","10.066","10.045","10.031","10.014","9.986","9.932","9.895","9.850","9.816","9.780","9.740","9.714","9.700","9.689","9.651","9.610","9.600","9.585","9.560","9.536","9.513","9.489","9.466","9.443","9.420"
"IMF.RES:WEO(9.0.0)","USA.GGXONLB_NGDP.A","OBS_VALUE","United States","Primary net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","9/30/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Repatriation tax on foreign earnings (a provision of the 2017 Tax Cuts and Jobs Act), estimated at $250 billion, which accrued at end-2017 and recorded as capital transfer to the government in the GFS, was removed from government revenue. Staff's baseline projection embeds the impact of this tax provision over time to reflect the fact that corporations have eight years to pay off this tax liability. Revenue, expenditure, and net lending data are compiled using SNA 2008, and when translated into GFS this is in accordance with GFSM 2014. Due to data limitations, most series begin 2001. Historical data source: BEA and IMF's Government Finance Statistics Yearbook (revenue, expenditure, and net lending); Flow of Funds (debt). Reporting in calendar year: Yes, Original Federal Government data are in Fiscal year, all else in calendar year.","2025","Other","","January/December","","Fiscal projections are based on the February 2026 Congressional Budget Office baseline, adjusted for the IMF staff’s policy and macroeconomic assumptions. Projections incorporate the effects of the One Big Beautiful Bill Act (OBBBA).","Accrual","","","Central Government; State Government; Local Government","Nominal value","Currency and Deposits; Financial Derivatives; Insurance Technical Reserves","","US dollar","","","","","","","","","","","","","","","","","","","","","","1.768","-1.717","-2.812","-2.351","-1.084","-0.074","-0.847","-4.589","-11.288","-8.966","-7.419","-5.905","-2.584","-2.056","-1.692","-2.374","-2.781","-3.101","-3.528","-12.077","-9.193","-0.989","-4.759","-4.371","-3.170","-3.668","-3.517","-3.656","-3.369","-3.266","-3.081"
"IMF.RES:WEO(9.0.0)","SRB.LP.A","OBS_VALUE","Serbia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","","9/11/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","Historical data source: Statistical Office of the Republic of Serbia.","2024","National Statistics Office","","","","","","","","","","","","Serbian dinar","","","","","","","","","","","","","","","","","","","","7.540","7.516","7.503","7.500","7.481","7.463","7.441","7.412","7.382","7.350","7.321","7.291","7.237","7.201","7.167","7.132","7.095","7.058","7.021","6.983","6.945","6.899","6.834","6.664","6.623","6.586","6.540","6.493","6.437","6.389","6.342","6.294","6.247"
"IMF.RES:WEO(9.0.0)","G998.BCA_NGDPD.A","OBS_VALUE","European Union (EU)","Current account balance (credit less debit), Percent of GDP","Annual","Units","Percent","","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","-2.222","-1.930","-1.201","-0.186","0.346","0.370","1.281","0.847","0.912","0.562","-0.049","-1.259","-1.035","0.119","0.138","0.497","0.763","1.183","0.664","0.439","-0.621","-0.031","0.508","0.356","0.980","0.410","0.355","-0.070","-0.775","0.437","0.582","0.820","1.801","2.734","2.911","3.069","3.489","3.318","3.182","2.913","2.427","3.253","0.739","2.563","3.229","2.375","1.996","2.078","2.241","2.335","2.420","2.415"
"IMF.RES:WEO(9.0.0)","GBR.BCA_NGDPD.A","OBS_VALUE","United Kingdom","Current account balance (credit less debit), Percent of GDP","Annual","Units","Percent","9/13/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Balance of Payments and International Investment Position Manual, sixth edition (BPM6)","","2024","National Statistics Office","","","","","","","","","","","","British pound","0.694","1.691","0.733","0.407","-0.283","-0.061","-0.735","-1.326","-3.279","-3.803","-2.820","-1.086","-1.280","-1.049","-0.186","-0.379","-0.263","-0.167","-0.304","-2.138","-1.852","-1.781","-1.989","-1.828","-2.314","-1.991","-3.104","-3.713","-3.841","-3.053","-2.754","-1.631","-3.116","-4.514","-4.816","-4.782","-5.245","-3.379","-3.723","-2.479","-2.720","-0.756","-1.916","-3.570","-2.978","-3.126","-3.381","-3.144","-2.868","-2.565","-2.167","-2.218"
"IMF.RES:WEO(9.0.0)","G119.BF.A","OBS_VALUE","G7","Financial account balance (assets less liabilities), US dollar","Annual","Billions","US dollar","","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","-18.762","8.613","23.387","-0.768","-29.216","-41.689","0.459","-92.069","-63.797","-14.359","-92.119","-79.484","-69.919","-28.296","-79.854","6.786","-48.162","-76.399","36.420","-148.121","-379.280","-320.032","-444.164","-481.564","-279.750","-552.035","-677.905","-335.994","-632.976","-131.939","-362.236","-486.007","-400.084","-291.046","-46.895","-133.544","39.897","-7.670","60.862","-172.634","-455.728","-415.834","-798.470","-807.700","-769.675","-862.737","-968.288","-962.456","-938.525","-963.774","-933.914","-975.680"
"IMF.RES:WEO(9.0.0)","USA.LP.A","OBS_VALUE","United States","Population, Persons for countries / Index for country groups","Annual","Millions","","9/30/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","2024","National Statistics Office","","","","","","","","","","","","US dollar","227.622","229.916","232.128","234.247","236.307","238.416","240.593","242.751","244.968","247.286","250.047","253.392","256.777","260.146","263.325","266.458","269.581","272.822","276.022","279.195","282.296","285.216","288.019","290.733","293.389","296.115","298.930","301.903","304.718","307.374","309.737","311.944","314.167","316.331","318.619","320.926","323.221","325.280","327.023","328.547","331.307","332.452","334.252","336.962","339.989","341.890","342.942","343.822","344.747","345.728","346.752","347.742"
"IMF.RES:WEO(9.0.0)","G119.GGXCNL_NGDP.A","OBS_VALUE","G7","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","Percent","","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.995","-4.119","-4.702","-3.951","-3.244","-2.201","-2.223","-4.489","-9.807","-8.785","-7.371","-6.492","-4.339","-3.606","-3.009","-3.318","-3.346","-3.354","-3.792","-11.688","-8.882","-3.720","-6.187","-6.102","-5.313","-5.808","-5.716","-5.781","-5.625","-5.595","-5.524"
"IMF.RES:WEO(9.0.0)","G119.NGDP_D.A","OBS_VALUE","G7","Gross domestic product (GDP), Price deflator, Index","Annual","Units","Index","","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","","","","","","","","","","","","","","","","","48.588","52.784","56.538","59.401","61.840","64.082","66.059","67.777","70.013","72.737","75.637","79.618","81.822","83.707","85.178","86.852","88.295","89.283","90.098","90.850","92.033","93.542","94.771","96.203","98.037","100.000","102.022","104.076","105.827","106.496","107.301","108.831","110.266","111.794","113.596","114.832","115.959","117.534","119.547","121.413","123.581","127.512","134.669","140.714","144.500","148.542","152.302","155.717","158.611","161.621","164.759","167.862"
"IMF.RES:WEO(9.0.0)","USA.GGX_NGDP.A","OBS_VALUE","United States","Expenditure, General government, Percent of GDP","Annual","Units","Percent","9/30/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Repatriation tax on foreign earnings (a provision of the 2017 Tax Cuts and Jobs Act), estimated at $250 billion, which accrued at end-2017 and recorded as capital transfer to the government in the GFS, was removed from government revenue. Staff's baseline projection embeds the impact of this tax provision over time to reflect the fact that corporations have eight years to pay off this tax liability. Revenue, expenditure, and net lending data are compiled using SNA 2008, and when translated into GFS this is in accordance with GFSM 2014. Due to data limitations, most series begin 2001. Historical data source: BEA and IMF's Government Finance Statistics Yearbook (revenue, expenditure, and net lending); Flow of Funds (debt). Reporting in calendar year: Yes, Original Federal Government data are in Fiscal year, all else in calendar year.","2025","Other","","January/December","","Fiscal projections are based on the February 2026 Congressional Budget Office baseline, adjusted for the IMF staff’s policy and macroeconomic assumptions. Projections incorporate the effects of the One Big Beautiful Bill Act (OBBBA).","Accrual","","","Central Government; State Government; Local Government","Nominal value","Currency and Deposits; Financial Derivatives; Insurance Technical Reserves","","US dollar","","","","","","","","","","","","","","","","","","","","","","32.801","33.698","34.037","33.719","33.928","33.692","34.562","37.144","41.399","39.763","38.796","37.223","35.782","35.324","35.031","35.333","35.194","35.349","35.819","44.735","43.223","36.797","37.510","37.738","37.705","37.939","37.904","37.978","37.849","38.114","38.150"
"IMF.RES:WEO(9.0.0)","AUT.BCA_NGDPD.A","OBS_VALUE","Austria","Current account balance (credit less debit), Percent of GDP","Annual","Units","Percent","9/18/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Balance of Payments and International Investment Position Manual, sixth edition (BPM6)","Capital account includes migrants' transfers.","2024","Central Bank","","","","","","","","","","","","Euro","-4.802","-4.362","1.009","0.391","-0.267","-0.232","0.211","-0.217","-0.182","0.187","0.703","0.035","-0.387","-0.535","-1.475","-2.876","-2.854","-2.559","-1.863","-2.270","-0.710","-0.800","2.118","1.557","2.092","2.274","3.318","3.826","4.520","2.613","2.873","1.641","1.492","1.748","2.397","1.577","2.574","1.264","0.846","2.376","3.367","1.735","-1.294","1.606","1.527","1.034","0.438","0.735","1.610","2.145","2.363","2.526"
"IMF.RES:WEO(9.0.0)","USA.GGXWDN.A","OBS_VALUE","United States","Net debt, General government, Domestic currency","Annual","Billions","Domestic currency","9/30/2025","2026-04-14T13:00:00Z","2026-04-15T13:00:00Z","Government Finance Statistics Manual (GFSM) 2014","Repatriation tax on foreign earnings (a provision of the 2017 Tax Cuts and Jobs Act), estimated at $250 billion, which accrued at end-2017 and recorded as capital transfer to the government in the GFS, was removed from government revenue. Staff's baseline projection embeds the impact of this tax provision over time to reflect the fact that corporations have eight years to pay off this tax liability. Revenue, expenditure, and net lending data are compiled using SNA 2008, and when translated into GFS this is in accordance with GFSM 2014. Due to data limitations, most series begin 2001. Historical data source: BEA and IMF's Government Finance Statistics Yearbook (revenue, expenditure, and net lending); Flow of Funds (debt). Reporting in calendar year: Yes, Original Federal Government data are in Fiscal year, all else in calendar year.","2025","Other","","January/December","","Fiscal projections are based on the February 2026 Congressional Budget Office baseline, adjusted for the IMF staff’s policy and macroeconomic assumptions. Projections incorporate the effects of the One Big Beautiful Bill Act (OBBBA).","Accrual","","","Central Government; State Government; Local Government","Nominal value","Currency and Deposits; Financial Derivatives; Insurance Technical Reserves","","US dollar","","","","","","","","","","","","","","","","","","","","","","3645.179","4008.200","4446.773","5787.730","5991.332","6131.966","6375.344","7344.517","8768.650","10078.566","11470.869","12663.847","13301.897","14030.086","14629.586","15228.237","15529.629","16494.402","17567.308","20506.411","22583.064","23789.746","26135.438","28029.068","29750.644","31907.062","34215.997","36762.063","39392.699","42160.056","45030.775"
